"source","target","context","developer_comments"
"515027091000119100","","515027091000119100",""
"514793471000119104","","514793471000119104",""
"511452481000119102","","511452481000119102",""
"504145431000119104","","504145431000119104",""
"501913511000119109","","501913511000119109",""
"501661611000119107","","501661611000119107",""
"500790491000119109","","500790491000119109",""
"499707741000119108","","499707741000119108",""
"496369931000119104","","496369931000119104",""
"494884791000119105","","494884791000119105",""
"494716691000132104","","494716691000132104",""
"493721211000119100","","493721211000119100",""
"491375231000119103","","491375231000119103",""
"489609371000119104","","489609371000119104",""
"488408691000119104","","488408691000119104",""
"486168421000119108","","486168421000119108",""
"485062701000119100","","485062701000119100",""
"483082881000119106","","483082881000119106",""
"481462461000119102","","481462461000119102",""
"480837841000119108","","480837841000119108",""
"479737601000119105","","479737601000119105",""
"477402151000119107","","477402151000119107",""
"477380501000119109","","477380501000119109",""
"472729851000119109","","472729851000119109",""
"470101491000119107","","470101491000119107",""
"468409941000119108","","468409941000119108",""
"467643831000119105","","467643831000119105",""
"467442061000119103","","467442061000119103",""
"464713501000119109","","464713501000119109",""
"464345231000119105","","464345231000119105",""
"462029681000119103","","462029681000119103",""
"459619971000119103","","459619971000119103",""
"456973081000119104","","456973081000119104",""
"455733521000119103","","455733521000119103",""
"455367991000119108","","455367991000119108",""
"455201601000132100","","455201601000132100",""
"453720571000119100","","453720571000119100",""
"450728161000119104","","450728161000119104",""
"448946121000119109","","448946121000119109",""
"444438261000119106","","444438261000119106",""
"444128991000119108","","444128991000119108",""
"428487561000119102","","428487561000119102",""
"428263221000119103","","428263221000119103",""
"419033301000119102","","419033301000119102",""
"418705661000119102","","418705661000119102",""
"417437921000119101","","417437921000119101",""
"414464311000119100","","414464311000119100",""
"413954721000119104","","413954721000119104",""
"409743031000119105","","409743031000119105",""
"409178361000119104","","409178361000119104",""
"404252071000119106","","404252071000119106",""
"402503301000132107","","402503301000132107",""
"400375351000119102","","400375351000119102",""
"399100901000119108","","399100901000119108",""
"397970031000119102","","397970031000119102",""
"396948171000119104","","396948171000119104",""
"392913311000119107","","392913311000119107",""
"391919221000119107","","391919221000119107",""
"386085001000119102","","386085001000119102",""
"384430101000119103","","384430101000119103",""
"383350451000119103","","383350451000119103",""
"377096861000119104","","377096861000119104",""
"372481521000119108","","372481521000119108",""
"370658281000119103","","370658281000119103",""
"363589331000119100","","363589331000119100",""
"362594291000119104","","362594291000119104",""
"359842081000119101","","359842081000119101",""
"355468491000132106","","355468491000132106",""
"353043291000119101","","353043291000119101",""
"352269591000119107","","352269591000119107",""
"350586651000119105","","350586651000119105",""
"350456001000119102","","350456001000119102",""
"348437421000119107","","348437421000119107",""
"348126401000119103","","348126401000119103",""
"347218661000119103","","347218661000119103",""
"346674811000119104","","346674811000119104",""
"344015141000119100","","344015141000119100",""
"344013271000119100","","344013271000119100",""
"343214191000119103","","343214191000119103",""
"343121331000119105","","343121331000119105",""
"341306651000119109","","341306651000119109",""
"338117701000119103","","338117701000119103",""
"333493901000119105","","333493901000119105",""
"332721351000132106","","332721351000132106",""
"328814631000119101","","328814631000119101",""
"326855291000119103","","326855291000119103",""
"325657381000119109","","325657381000119109",""
"324946811000119102","","324946811000119102",""
"324494491000119108","","324494491000119108",""
"323451861000119105","","323451861000119105",""
"323390301000119108","","323390301000119108",""
"322112361000132104","","322112361000132104",""
"320906871000119104","","320906871000119104",""
"313377641000119105","","313377641000119105",""
"305208121000119100","","305208121000119100",""
"301891901000119107","","301891901000119107",""
"301512771000119106","","301512771000119106",""
"298882861000119105","","298882861000119105",""
"297845361000119109","","297845361000119109",""
"297778421000119102","","297778421000119102",""
"297637381000119102","","297637381000119102",""
"292834071000119104","","292834071000119104",""
"289732131000119101","","289732131000119101",""
"289566561000119108","","289566561000119108",""
"286174791000119107","","286174791000119107",""
"284925261000119101","","284925261000119101",""
"284158251000119106","","284158251000119106",""
"282236291000119109","","282236291000119109",""
"280797561000119107","","280797561000119107",""
"275122681000119107","","275122681000119107",""
"274524231000119104","","274524231000119104",""
"265458371000119104","","265458371000119104",""
"253967391000119103","","253967391000119103",""
"253855721000119107","","253855721000119107",""
"251770561000119107","","251770561000119107",""
"250856961000119105","","250856961000119105",""
"249646051000119108","","249646051000119108",""
"249389151000119103","","249389151000119103",""
"249248231000119105","","249248231000119105",""
"246967871000119109","","246967871000119109",""
"246109831000119101","","246109831000119101",""
"243971001000119103","","243971001000119103",""
"243863351000119103","","243863351000119103",""
"241732151000119106","","241732151000119106",""
"239965291000119107","","239965291000119107",""
"236653921000119103","","236653921000119103",""
"232534061000119102","","232534061000119102",""
"232417611000119100","","232417611000119100",""
"231349391000119108","","231349391000119108",""
"228156681000119109","","228156681000119109",""
"226707431000119102","","226707431000119102",""
"226446911000119100","","226446911000119100",""
"226162961000119108","","226162961000119108",""
"221899751000119107","","221899751000119107",""
"221365751000119108","","221365751000119108",""
"220935971000119109","","220935971000119109",""
"220767211000119104","","220767211000119104",""
"218521311000119109","","218521311000119109",""
"216633071000119103","","216633071000119103",""
"214036171000119109","","214036171000119109",""
"214019531000119101","","214019531000119101",""
"212455011000119105","","212455011000119105",""
"210321571000119107","","210321571000119107",""
"206335051000132108","","206335051000132108",""
"206138281000119100","","206138281000119100",""
"201395181000119103","","201395181000119103",""
"199746291000119109","","199746291000119109",""
"197452441000119101","","197452441000119101",""
"195953191000119108","","195953191000119108",""
"195772021000119105","","195772021000119105",""
"192801891000119102","","192801891000119102",""
"190045361000119101","","190045361000119101",""
"189486241000119100","","189486241000119100",""
"188174841000119103","","188174841000119103",""
"184437571000119104","","184437571000119104",""
"182960891000119101","","182960891000119101",""
"172734791000119103","","172734791000119103",""
"170059221000119102","","170059221000119102",""
"168747591000119109","","168747591000119109",""
"168649391000119103","","168649391000119103",""
"168648641000119107","","168648641000119107",""
"166582541000119101","","166582541000119101",""
"165468981000119105","","165468981000119105",""
"165264081000119102","","165264081000119102",""
"164513451000119102","","164513451000119102",""
"164353731000119106","","164353731000119106",""
"159139031000119104","","159139031000119104",""
"156077081000119105","","156077081000119105",""
"153008441000119109","","153008441000119109",""
"152148641000119104","","152148641000119104",""
"151581811000119109","","151581811000119109",""
"148822661000119106","","148822661000119106",""
"145298771000119104","","145298771000119104",""
"145194251000119106","","145194251000119106",""
"140633841000119106","","140633841000119106",""
"139566261000119101","","139566261000119101",""
"138841771000119103","","138841771000119103",""
"138389411000119105","","138389411000119105",""
"137644811000119102","","137644811000119102",""
"136721551000119105","","136721551000119105",""
"133978931000132109","","133978931000132109",""
"133510681000119108","","133510681000119108",""
"129032061000119103","","129032061000119103",""
"121098031000119106","","121098031000119106",""
"117776611000119102","","117776611000119102",""
"116271901000119108","","116271901000119108",""
"115940341000119100","","115940341000119100",""
"115769681000119108","","115769681000119108",""
"110952161000119106","","110952161000119106",""
"107557061000119108","","107557061000119108",""
"104758671000119101","","104758671000119101",""
"104346171000119109","","104346171000119109",""
"102344001000119102","","102344001000119102",""
"102334311000119101","","102334311000119101",""
"101451331000119102","","101451331000119102",""
"98067641000119101","","98067641000119101",""
"96720031000119104","","96720031000119104",""
"89600751000119100","","89600751000119100",""
"86553761000119103","","86553761000119103",""
"82479641000119102","","82479641000119102",""
"81632821000132105","","81632821000132105",""
"81121301000119109","","81121301000119109",""
"78433671000119100","","78433671000119100",""
"58341661000119101","","58341661000119101",""
"58173271000119101","","58173271000119101",""
"52503801000119101","","52503801000119101",""
"50080221000188107","","50080221000188107",""
"50040121000188107","","50040121000188107",""
"50030121000188108","","50030121000188108",""
"50030101000188101","","50030101000188101",""
"46557031000119105","","46557031000119105",""
"45168341000119100","","45168341000119100",""
"38595071000119104","","38595071000119104",""
"32570691000036108","","32570691000036108",""
"32570681000036106","","32570681000036106",""
"32170001000004105","","32170001000004105",""
"31580001000004106","","31580001000004106",""
"29930001000004103","","29930001000004103",""
"29602701000119108","","29602701000119108",""
"29580001000004102","","29580001000004102",""
"29340001000004108","","29340001000004108",""
"29120001000004103","","29120001000004103",""
"29110001000004106","","29110001000004106",""
"28490001000004108","","28490001000004108",""
"24990001000004105","","24990001000004105",""
"22558701000132108","","22558701000132108",""
"19350001000004107","","19350001000004107",""
"18960001000004105","","18960001000004105",""
"18890001000004102","","18890001000004102",""
"18630001000004100","","18630001000004100",""
"18310001000004100","","18310001000004100",""
"18070001000004106","","18070001000004106",""
"18060001000004100","","18060001000004100",""
"18000001000004101","","18000001000004101",""
"16917241000119108","","16917241000119108",""
"16917201000119106","","16917201000119106",""
"16917161000119101","","16917161000119101",""
"16916631000119104","","16916631000119104",""
"16916541000119107","","16916541000119107",""
"16916421000119100","","16916421000119100",""
"16915901000119105","","16915901000119105",""
"16914911000119107","","16914911000119107",""
"16914711000119109","","16914711000119109",""
"16910921000119108","","16910921000119108",""
"16910871000119104","","16910871000119104",""
"16910821000119100","","16910821000119100",""
"16910771000119107","","16910771000119107",""
"16909721000119103","","16909721000119103",""
"16909681000119109","","16909681000119109",""
"16909641000119104","","16909641000119104",""
"16909601000119101","","16909601000119101",""
"16909561000119101","","16909561000119101",""
"16909521000119106","","16909521000119106",""
"16909481000119106","","16909481000119106",""
"16909161000119109","","16909161000119109",""
"16909121000119104","","16909121000119104",""
"16909081000119101","","16909081000119101",""
"16909041000119106","","16909041000119106",""
"16909001000119109","","16909001000119109",""
"16908961000119102","","16908961000119102",""
"16908921000119107","","16908921000119107",""
"16908881000119100","","16908881000119100",""
"16908681000119104","","16908681000119104",""
"16908641000119109","","16908641000119109",""
"16908601000119107","","16908601000119107",""
"16908561000119107","","16908561000119107",""
"16908521000119102","","16908521000119102",""
"16908481000119102","","16908481000119102",""
"16908441000119107","","16908441000119107",""
"16908401000119105","","16908401000119105",""
"16908361000119101","","16908361000119101",""
"16908321000119106","","16908321000119106",""
"16908281000119101","","16908281000119101",""
"16908241000119106","","16908241000119106",""
"16908191000119106","","16908191000119106",""
"16908141000119103","","16908141000119103",""
"16908091000119105","","16908091000119105",""
"16908041000119102","","16908041000119102",""
"16907991000119108","","16907991000119108",""
"16907941000119100","","16907941000119100",""
"16907891000119101","","16907891000119101",""
"16907841000119109","","16907841000119109",""
"16907791000119106","","16907791000119106",""
"16907741000119103","","16907741000119103",""
"16907691000119100","","16907691000119100",""
"16907641000119108","","16907641000119108",""
"16907601000119106","","16907601000119106",""
"16907481000119101","","16907481000119101",""
"16907441000119106","","16907441000119106",""
"16907401000119109","","16907401000119109",""
"16907361000119100","","16907361000119100",""
"16907281000119100","","16907281000119100",""
"16907241000119105","","16907241000119105",""
"16907201000119108","","16907201000119108",""
"16907161000119103","","16907161000119103",""
"16907111000119101","","16907111000119101",""
"16907061000119102","","16907061000119102",""
"16907011000119100","","16907011000119100",""
"16906961000119103","","16906961000119103",""
"16906921000119108","","16906921000119108",""
"16906881000119101","","16906881000119101",""
"16906841000119106","","16906841000119106",""
"16906801000119109","","16906801000119109",""
"16906761000119101","","16906761000119101",""
"16906721000119106","","16906721000119106",""
"16906681000119100","","16906681000119100",""
"16906641000119105","","16906641000119105",""
"16906601000119108","","16906601000119108",""
"16906561000119108","","16906561000119108",""
"16906521000119103","","16906521000119103",""
"16906481000119103","","16906481000119103",""
"16906441000119108","","16906441000119108",""
"16906401000119106","","16906401000119106",""
"16906361000119102","","16906361000119102",""
"16906321000119107","","16906321000119107",""
"16906061000119104","","16906061000119104",""
"16906021000119109","","16906021000119109",""
"16905981000119104","","16905981000119104",""
"16905941000119109","","16905941000119109",""
"16905581000119107","","16905581000119107",""
"16905541000119102","","16905541000119102",""
"16905501000119104","","16905501000119104",""
"16905461000119104","","16905461000119104",""
"16905421000119109","","16905421000119109",""
"16905381000119100","","16905381000119100",""
"16905341000119105","","16905341000119105",""
"16905301000119108","","16905301000119108",""
"16905261000119100","","16905261000119100",""
"16905221000119105","","16905221000119105",""
"16905181000119102","","16905181000119102",""
"16905141000119107","","16905141000119107",""
"16903531000119107","","16903531000119107",""
"16903491000119107","","16903491000119107",""
"16903441000119104","","16903441000119104",""
"16900311000119102","","16900311000119102",""
"16899941000119102","","16899941000119102",""
"16899901000119104","","16899901000119104",""
"16899741000119100","","16899741000119100",""
"16899701000119102","","16899701000119102",""
"16899621000119104","","16899621000119104",""
"16899261000119106","","16899261000119106",""
"16898991000119100","","16898991000119100",""
"16898641000119100","","16898641000119100",""
"16898401000119104","","16898401000119104",""
"16898361000119108","","16898361000119108",""
"16898321000119103","","16898321000119103",""
"16898231000119107","","16898231000119107",""
"16896421000119107","","16896421000119107",""
"16894791000119107","","16894791000119107",""
"16894711000119103","","16894711000119103",""
"16894671000119102","","16894671000119102",""
"16891571000119103","","16891571000119103",""
"16891191000119108","","16891191000119108",""
"16891151000119103","","16891151000119103",""
"16891111000119104","","16891111000119104",""
"16889061000119100","","16889061000119100",""
"16889021000119105","","16889021000119105",""
"16888881000119105","","16888881000119105",""
"16881941000119104","","16881941000119104",""
"16881901000119101","","16881901000119101",""
"16881381000119108","","16881381000119108",""
"16867081000119101","","16867081000119101",""
"16866431000119108","","16866431000119108",""
"16864831000119104","","16864831000119104",""
"16863701000119102","","16863701000119102",""
"16862491000119106","","16862491000119106",""
"16862091000119100","","16862091000119100",""
"16859701000119109","","16859701000119109",""
"16846341000119101","","16846341000119101",""
"16846301000119103","","16846301000119103",""
"16846261000119106","","16846261000119106",""
"16845381000119100","","16845381000119100",""
"16845341000119105","","16845341000119105",""
"16845301000119108","","16845301000119108",""
"16845241000119104","","16845241000119104",""
"16841131000119100","","16841131000119100",""
"16840581000119101","","16840581000119101",""
"16840521000119100","","16840521000119100",""
"16840431000119101","","16840431000119101",""
"16839401000119104","","16839401000119104",""
"16838951000119100","","16838951000119100",""
"16838151000119102","","16838151000119102",""
"16838111000119103","","16838111000119103",""
"16837721000119105","","16837721000119105",""
"16837681000119104","","16837681000119104",""
"16837521000119102","","16837521000119102",""
"16837461000119106","","16837461000119106",""
"16837401000119105","","16837401000119105",""
"16837031000119106","","16837031000119106",""
"16836891000119104","","16836891000119104",""
"16836851000119109","","16836851000119109",""
"16836811000119108","","16836811000119108",""
"16836571000119103","","16836571000119103",""
"16836431000119100","","16836431000119100",""
"16836391000119105","","16836391000119105",""
"16836351000119100","","16836351000119100",""
"16836261000119107","","16836261000119107",""
"16836091000119107","","16836091000119107",""
"16834071000119101","","16834071000119101",""
"16834011000119109","","16834011000119109",""
"16833871000119109","","16833871000119109",""
"16833831000119106","","16833831000119106",""
"16833081000119100","","16833081000119100",""
"16833031000119101","","16833031000119101",""
"16832981000119109","","16832981000119109",""
"16832931000119108","","16832931000119108",""
"16824021000119104","","16824021000119104",""
"16823941000119108","","16823941000119108",""
"16819741000119104","","16819741000119104",""
"16819581000119103","","16819581000119103",""
"16819541000119108","","16819541000119108",""
"16819501000119106","","16819501000119106",""
"16818591000119108","","16818591000119108",""
"16818451000119104","","16818451000119104",""
"16783011000119102","","16783011000119102",""
"16782931000119100","","16782931000119100",""
"16782891000119108","","16782891000119108",""
"16782851000119103","","16782851000119103",""
"16782771000119104","","16782771000119104",""
"16782731000119102","","16782731000119102",""
"16782691000119109","","16782691000119109",""
"16782651000119104","","16782651000119104",""
"16782401000119100","","16782401000119100",""
"16782321000119104","","16782321000119104",""
"16782241000119104","","16782241000119104",""
"16780001000004106","","16780001000004106",""
"16779841000119104","","16779841000119104",""
"16779801000119101","","16779801000119101",""
"16775311000119107","","16775311000119107",""
"16774671000119108","","16774671000119108",""
"16774591000119105","","16774591000119105",""
"16774551000119100","","16774551000119100",""
"16769891000119103","","16769891000119103",""
"16764101000119100","","16764101000119100",""
"16755281000119108","","16755281000119108",""
"16755191000119103","","16755191000119103",""
"16755141000119106","","16755141000119106",""
"16755041000119107","","16755041000119107",""
"16754991000119104","","16754991000119104",""
"16754941000119107","","16754941000119107",""
"16754891000119106","","16754891000119106",""
"16754841000119103","","16754841000119103",""
"16754791000119101","","16754791000119101",""
"16754741000119109","","16754741000119109",""
"16754691000119107","","16754691000119107",""
"16754641000119104","","16754641000119104",""
"16754591000119108","","16754591000119108",""
"16754391000119100","","16754391000119100",""
"16750471000119102","","16750471000119102",""
"16750411000119105","","16750411000119105",""
"16749781000119101","","16749781000119101",""
"16749661000119102","","16749661000119102",""
"16748741000119101","","16748741000119101",""
"16748141000119100","","16748141000119100",""
"16747901000119104","","16747901000119104",""
"16747741000119100","","16747741000119100",""
"16747661000119109","","16747661000119109",""
"16747341000119101","","16747341000119101",""
"16747141000119104","","16747141000119104",""
"16747101000119101","","16747101000119101",""
"16747021000119109","","16747021000119109",""
"16746941000119104","","16746941000119104",""
"16746901000119101","","16746901000119101",""
"16746741000119102","","16746741000119102",""
"16746661000119106","","16746661000119106",""
"16746341000119103","","16746341000119103",""
"16746261000119108","","16746261000119108",""
"16746131000119105","","16746131000119105",""
"16745931000119102","","16745931000119102",""
"16745891000119105","","16745891000119105",""
"16745651000119101","","16745651000119101",""
"16745611000119102","","16745611000119102",""
"16745531000119108","","16745531000119108",""
"16745411000119104","","16745411000119104",""
"16745211000119100","","16745211000119100",""
"16745131000119100","","16745131000119100",""
"16745051000119107","","16745051000119107",""
"16741051000119109","","16741051000119109",""
"16740891000119102","","16740891000119102",""
"16740451000119109","","16740451000119109",""
"16740211000119107","","16740211000119107",""
"16737621000119100","","16737621000119100",""
"16733161000119105","","16733161000119105",""
"16732921000119107","","16732921000119107",""
"16732681000119104","","16732681000119104",""
"16731481000119108","","16731481000119108",""
"16716281000119108","","16716281000119108",""
"16715971000119108","","16715971000119108",""
"16715411000119108","","16715411000119108",""
"16715371000119107","","16715371000119107",""
"16715331000119109","","16715331000119109",""
"16711631000119103","","16711631000119103",""
"16711591000119103","","16711591000119103",""
"16711551000119108","","16711551000119108",""
"16711431000119101","","16711431000119101",""
"16711391000119106","","16711391000119106",""
"16711351000119101","","16711351000119101",""
"16711271000119102","","16711271000119102",""
"16711231000119100","","16711231000119100",""
"16711191000119109","","16711191000119109",""
"16711111000119100","","16711111000119100",""
"16711071000119107","","16711071000119107",""
"16711031000119109","","16711031000119109",""
"16709811000119106","","16709811000119106",""
"16709541000119108","","16709541000119108",""
"16709301000119102","","16709301000119102",""
"16705611000119108","","16705611000119108",""
"16705361000119104","","16705361000119104",""
"16705321000119109","","16705321000119109",""
"16705281000119104","","16705281000119104",""
"16705241000119109","","16705241000119109",""
"16705041000119100","","16705041000119100",""
"16703821000119101","","16703821000119101",""
"16703761000119102","","16703761000119102",""
"16703711000119100","","16703711000119100",""
"16703661000119105","","16703661000119105",""
"16703601000119109","","16703601000119109",""
"16703551000119107","","16703551000119107",""
"16703491000119101","","16703491000119101",""
"16702671000119109","","16702671000119109",""
"16702561000119104","","16702561000119104",""
"16702441000119104","","16702441000119104",""
"16699241000119100","","16699241000119100",""
"16698931000119108","","16698931000119108",""
"16698771000119109","","16698771000119109",""
"16698651000119109","","16698651000119109",""
"16698581000119101","","16698581000119101",""
"16698541000119106","","16698541000119106",""
"16698501000119109","","16698501000119109",""
"16697871000119100","","16697871000119100",""
"16697831000119103","","16697831000119103",""
"16697741000119101","","16697741000119101",""
"16697701000119103","","16697701000119103",""
"16697661000119105","","16697661000119105",""
"16697571000119103","","16697571000119103",""
"16697521000119104","","16697521000119104",""
"16697471000119102","","16697471000119102",""
"16697421000119103","","16697421000119103",""
"16697291000119100","","16697291000119100",""
"16697181000119105","","16697181000119105",""
"16697141000119100","","16697141000119100",""
"16697101000119102","","16697101000119102",""
"16697061000119100","","16697061000119100",""
"16697021000119105","","16697021000119105",""
"16696981000119105","","16696981000119105",""
"16696901000119102","","16696901000119102",""
"16696781000119108","","16696781000119108",""
"16695501000119102","","16695501000119102",""
"16694261000119102","","16694261000119102",""
"16690641000119105","","16690641000119105",""
"16690601000119108","","16690601000119108",""
"16690551000119106","","16690551000119106",""
"16675431000119101","","16675431000119101",""
"16675391000119106","","16675391000119106",""
"16675351000119101","","16675351000119101",""
"16675301000119100","","16675301000119100",""
"16675251000119106","","16675251000119106",""
"16675201000119107","","16675201000119107",""
"16674931000119109","","16674931000119109",""
"16674691000119100","","16674691000119100",""
"16674411000119107","","16674411000119107",""
"16674131000119106","","16674131000119106",""
"16674081000119106","","16674081000119106",""
"16674031000119105","","16674031000119105",""
